Epochs,Training Loss,Validation Loss
384.0,1.9256339021608782e+21,4.992349732999162e+20
385.0,1.9256339021608782e+21,4.992349732999162e+20
386.0,1.9256339021608782e+21,4.992349732999162e+20
387.0,1.9256339021608782e+21,4.992349732999162e+20
388.0,1.9256339021608782e+21,4.992349732999162e+20
389.0,1.9256339021608782e+21,4.992349732999162e+20
390.0,1.9256339021608782e+21,4.992349732999162e+20
391.0,1.9256339021608782e+21,4.992349732999162e+20
392.0,1.9256339021608782e+21,4.992349732999162e+20
393.0,1.9256339021608782e+21,4.992349732999162e+20
394.0,1.9256339021608782e+21,4.992349732999162e+20
395.0,1.9256339021608782e+21,4.992349732999162e+20
396.0,1.9256339021608782e+21,4.992349732999162e+20
397.0,1.9256339021608782e+21,4.992349732999162e+20
398.0,1.9256339021608782e+21,4.992349732999162e+20
399.0,1.9256339021608782e+21,4.992349732999162e+20
400.0,1.9256339021608782e+21,4.992349732999162e+20
401.0,1.9256339021608782e+21,4.992349732999162e+20
402.0,1.9256339021608782e+21,4.992349732999162e+20
403.0,1.9256339021608782e+21,4.992349732999162e+20
404.0,1.9256339021608782e+21,4.992349732999162e+20
405.0,1.9256339021608782e+21,4.992349732999162e+20
406.0,1.9256339021608782e+21,4.992349732999162e+20
407.0,1.9256339021608782e+21,4.992349732999162e+20
408.0,1.9256339021608782e+21,4.992349732999162e+20
409.0,1.9256339021608782e+21,4.992349732999162e+20
410.0,1.9256339021608782e+21,4.992349732999162e+20
411.0,1.9256339021608782e+21,4.992349732999162e+20
412.0,1.9256339021608782e+21,4.992349732999162e+20
413.0,1.9256339021608782e+21,4.992349732999162e+20
414.0,1.9256339021608782e+21,4.992349732999162e+20
415.0,1.9256339021608782e+21,4.992349732999162e+20
416.0,1.9256339021608782e+21,4.992349732999162e+20
417.0,1.9256339021608782e+21,4.992349732999162e+20
418.0,1.9256339021608782e+21,4.992349732999162e+20
419.0,1.9256339021608782e+21,4.992349732999162e+20
420.0,1.9256339021608782e+21,4.992349732999162e+20
421.0,1.9256339021608782e+21,4.992349732999162e+20
422.0,1.9256339021608782e+21,4.992349732999162e+20
423.0,1.9256339021608782e+21,4.992349732999162e+20
424.0,1.9256339021608782e+21,4.992349732999162e+20
425.0,1.9256339021608782e+21,4.992349732999162e+20
426.0,1.9256339021608782e+21,4.992349732999162e+20
427.0,1.9256339021608782e+21,4.992349732999162e+20
428.0,1.9256339021608782e+21,4.992349732999162e+20
429.0,1.9256339021608782e+21,4.992349732999162e+20
430.0,1.9256339021608782e+21,4.992349732999162e+20
431.0,1.9256339021608782e+21,4.992349732999162e+20
432.0,1.9256339021608782e+21,4.992349732999162e+20
433.0,1.9256339021608782e+21,4.992349732999162e+20
434.0,1.9256339021608782e+21,4.992349732999162e+20
435.0,1.9256339021608782e+21,4.992349732999162e+20
436.0,1.9256339021608782e+21,4.992349732999162e+20
437.0,1.9256339021608782e+21,4.992349732999162e+20
438.0,1.9256339021608782e+21,4.992349732999162e+20
439.0,1.9256339021608782e+21,4.992349732999162e+20
440.0,1.9256339021608782e+21,4.992349732999162e+20
441.0,1.9256339021608782e+21,4.992349732999162e+20
442.0,1.9256339021608782e+21,4.992349732999162e+20
443.0,1.9256339021608782e+21,4.992349732999162e+20
444.0,1.9256339021608782e+21,4.992349732999162e+20
445.0,1.9256339021608782e+21,4.992349732999162e+20
446.0,1.9256339021608782e+21,4.992349732999162e+20
447.0,1.9256339021608782e+21,4.992349732999162e+20
448.0,1.9256339021608782e+21,4.992349732999162e+20
449.0,1.9256339021608782e+21,4.992349732999162e+20
450.0,1.9256339021608782e+21,4.992349732999162e+20
451.0,1.9256339021608782e+21,4.992349732999162e+20
452.0,1.9256339021608782e+21,4.992349732999162e+20
453.0,1.9256339021608782e+21,4.992349732999162e+20
454.0,1.9256339021608782e+21,4.992349732999162e+20
455.0,1.9256339021608782e+21,4.992349732999162e+20
456.0,1.9256339021608782e+21,4.992349732999162e+20
457.0,1.9256339021608782e+21,4.992349732999162e+20
458.0,1.9256339021608782e+21,4.992349732999162e+20
459.0,1.9256339021608782e+21,4.992349732999162e+20
460.0,1.9256339021608782e+21,4.992349732999162e+20
461.0,1.9256339021608782e+21,4.992349732999162e+20
462.0,1.9256339021608782e+21,4.992349732999162e+20
463.0,1.9256339021608782e+21,4.992349732999162e+20
464.0,1.9256339021608782e+21,4.992349732999162e+20
465.0,1.9256339021608782e+21,4.992349732999162e+20
466.0,1.9256339021608782e+21,4.992349732999162e+20
467.0,1.9256339021608782e+21,4.992349732999162e+20
468.0,1.9256339021608782e+21,4.992349732999162e+20
469.0,1.9256339021608782e+21,4.992349732999162e+20
470.0,1.9256339021608782e+21,4.992349732999162e+20
471.0,1.9256339021608782e+21,4.992349732999162e+20
472.0,1.9256339021608782e+21,4.992349732999162e+20
473.0,1.9256339021608782e+21,4.992349732999162e+20
474.0,1.9256339021608782e+21,4.992349732999162e+20
475.0,1.9256339021608782e+21,4.992349732999162e+20
476.0,1.9256339021608782e+21,4.992349732999162e+20
477.0,1.9256339021608782e+21,4.992349732999162e+20
478.0,1.9256339021608782e+21,4.992349732999162e+20
479.0,1.9256339021608782e+21,4.992349732999162e+20
480.0,1.9256339021608782e+21,4.992349732999162e+20
481.0,1.9256339021608782e+21,4.992349732999162e+20
482.0,1.9256339021608782e+21,4.992349732999162e+20
483.0,1.9256339021608782e+21,4.992349732999162e+20
484.0,1.9256339021608782e+21,4.992349732999162e+20
485.0,1.9256339021608782e+21,4.992349732999162e+20
486.0,1.9256339021608782e+21,4.992349732999162e+20
487.0,1.9256339021608782e+21,4.992349732999162e+20
